gem_id,gem_parent_id,concept_set_id,concepts,target,references
common_gen-validation-302,common_gen-validation-302,302,"['bag', 'sit', 'table']",A man sits on the table with the bags.,"['A man sits on the table with the bags.', 'A women will sit a bag on the table.', 'I sat at the table with my bag on my lap.', 'The bag sit with someone on the table.']"
common_gen-validation-303,common_gen-validation-303,303,"['bed', 'blanket', 'lay']",I laid the blanket on the bed.,"['I laid the blanket on the bed.', 'Lay the blanket on the bed.', 'Please lay the blanket on the bed.', 'A child laying in bed under a blanket.']"
common_gen-validation-304,common_gen-validation-304,304,"['cut', 'kitchen', 'knife']",She used a kitchen knife to cut the food.,"['She used a kitchen knife to cut the food.', 'I cut the meat with a knife in the kitchen.', 'a woman cuts the cake in the kitchen with a knife', 'cutting fresh raw beef with knife in the kitchen']"
common_gen-validation-305,common_gen-validation-305,305,"['demonstrate', 'talk', 'technique']","The climbing instructor demonstrated how to use proper climbing technique, while talking about the sport as well.","['The climbing instructor demonstrated how to use proper climbing technique, while talking about the sport as well.', 'A man is demonstrating the talk technique.', 'Talking to the gathered audience, the show host demonstrated his technique of peeling egg shells.', 'The man demonstrates techniques while talking to the camera.']"
common_gen-validation-306,common_gen-validation-306,306,"['board', 'cut', 'slice']",The chef used a cutting board to slice the vegetables for his salad.,"['The chef used a cutting board to slice the vegetables for his salad.', 'She was cutting a slice of bread that was on the board.', 'The girl cut the tomato on the cutting board slicing it into circular pieces.', 'sliced fruit on a cutting board .']"
common_gen-validation-307,common_gen-validation-307,307,"['ball', 'fetch', 'throw']",The boy throws the ball and the dog fetches it.,"['The boy throws the ball and the dog fetches it.', 'A boy throws the ball and a dog fetches it.', 'I threw the ball for my dog to fetch.', 'His owner threw the ball for him to fetch.']"
common_gen-validation-308,common_gen-validation-308,308,"['bike', 'laugh', 'ride']",The pilgrim laughs as he rides his bike in circles.,"['The pilgrim laughs as he rides his bike in circles.', 'The boy rides his bike down a hill while laughing.', 'The group of marathon bikers are all enjoying themselves, laughing at their jokes while riding their bikes on a sunny afternoon by the lake trails.', 'Kids riding on a bike, laughing.']"
common_gen-validation-309,common_gen-validation-309,309,"['game', 'hockey', 'player']",A game of hockey needs at least one player.,"['A game of hockey needs at least one player.', 'The game of hockey  is very exciting  for the player', 'The hockey player had a good game.', 'Hockey player playing hockey during a game.']"
common_gen-validation-310,common_gen-validation-310,310,"['room', 'sit', 'television']",The man sit down in the room to watch television.,"['The man sit down in the room to watch television.', 'The man sat in the room watching his television.', ""A woman walked into a room, found a chair tk sit in and watched a show I'll n tge television."", 'A television sits on a cabinet in a room.']"
common_gen-validation-311,common_gen-validation-311,311,"['stand', 'tree', 'watch']",I stood and watched the tree rustle in the wind.,"['I stood and watched the tree rustle in the wind.', 'A man was standing under the tree to watch the birds', 'she stood by a tree and watched bicyclists']"
common_gen-validation-312,common_gen-validation-312,312,"['cover', 'face', 'sit']",The lady will sit down and cover her face.,"['The lady will sit down and cover her face.', 'The girl covered her face with sunscreen while sitting in the sun.', 'He sat and covered his face.', 'A man with a covered face sits.']"
common_gen-validation-313,common_gen-validation-313,313,"['field', 'hockey', 'run']",The players run around the field playing hockey.,"['The players run around the field playing hockey.', 'A boy runs across the field to get to the hockey game.', 'A hockey player runs down the field.', 'A group of people are running on a field playing field hockey.']"
common_gen-validation-314,common_gen-validation-314,314,"['give', 'hug', 'kiss']",a boy gives hugs and kisses to his girlfriend,"['a boy gives hugs and kisses to his girlfriend', 'The girl wanted to give a hug not a kiss.', 'A little girl gives an older boy an hug and a kiss.']"
common_gen-validation-315,common_gen-validation-315,315,"['audience', 'front', 'singe']",The front of the audience gasped as the performer singed himself.,"['The front of the audience gasped as the performer singed himself.', 'She is singing in front of a large audience.']"
common_gen-validation-316,common_gen-validation-316,316,"['climb', 'stand', 'wall']",The man climbed the ladder and stood on top of the wall.,"['The man climbed the ladder and stood on top of the wall.', 'The climber climbed the wall and stood at the top.', 'The woman climbed the rock wall as the man was standing below.', 'Children are standing next to a rock climbing wall.']"
common_gen-validation-317,common_gen-validation-317,317,"['head', 'shake', 'watch']",I shook my head as I watched my friend accidentally walk into a pole.,"['I shook my head as I watched my friend accidentally walk into a pole.', 'I shaked by head in disbelief as i watched Brazil trounced by Germany.', 'The boy watched the dog shake its head after the storm.', 'Someone watches someone go and slowly shakes her head.']"
common_gen-validation-318,common_gen-validation-318,318,"['competition', 'dance', 'perform']",There is a dance competition where the little girl has to perform her routine,"['There is a dance competition where the little girl has to perform her routine', ""The girl is practicing for the upcoming dance competition and I'm confident she will perform well."", 'The woman was about to perform in the dance competition', 'Four people perform a dance for a competition.']"
common_gen-validation-319,common_gen-validation-319,319,"['body', 'raft', 'water']",The man uses a raft to move around in the big body of water,"['The man uses a raft to move around in the big body of water', 'The raft sailed for hours on the body of water.', 'We see his body on the raft as it drifts on the water.', 'an elephant on a raft in a body of water']"
common_gen-validation-320,common_gen-validation-320,320,"['background', 'front', 'stand']",The girl wanted to stand in the front of the stage but was placed in the background.,"['The girl wanted to stand in the front of the stage but was placed in the background.', 'A woman is standing in front of a background.']"
common_gen-validation-321,common_gen-validation-321,321,"['baseball', 'field', 'kid']",The kid ran into the field to catch a baseball.,"['The kid ran into the field to catch a baseball.', 'A kid is playing a game on a baseball field.', 'The kid hit the baseball in the field.', 'kids are playing baseball in a field.']"
common_gen-validation-322,common_gen-validation-322,322,"['hand', 'head', 'put']",The man put his hand on his head.,"['The man put his hand on his head.', 'The men put hands on the heads of the boys.', ""His hand slid under his mother's head and he put her gently back into her bed."", 'He puts a hand to his head.']"
common_gen-validation-323,common_gen-validation-323,323,"['house', 'look', 'window']",The boy looked out of the window sadly because the rain kept him inside the house.,"['The boy looked out of the window sadly because the rain kept him inside the house.', 'The girl looks out the window of the house.', 'The man took a look through the window into the house', 'woman looks from the windows of her house']"
common_gen-validation-324,common_gen-validation-324,324,"['hold', 'room', 'walk']",a man holds the door for the next person as they walk in the room,"['a man holds the door for the next person as they walk in the room', 'I held my phone while I walked around the room.', 'A woman walks by the exercise room holding weights.']"
common_gen-validation-325,common_gen-validation-325,325,"['blow', 'bubble', 'wand']",The child uses the bubble wand to blow bubbles.,"['The child uses the bubble wand to blow bubbles.', 'The boy played with the bubble wand outside to blow bubbles.', 'The little girl was trying to blow bubbles using her bubble wand.', 'A girl is blowing a bubble with a wand.']"
common_gen-validation-326,common_gen-validation-326,326,"['drill', 'piece', 'wood']",The construction workers could not drill the piece into the wood.,"['The construction workers could not drill the piece into the wood.', 'He used a drill to connect two pieces of wood.', 'drilling a hole in a piece of wood']"
